YEAR,MAKE,MODEL,SALE_PRICE,SALE_DATE,LISTING_TYPE
1974,PORSCHE,911S COUPE SLANT NOSE CONVERSION,46000.0,2023-12-23,SOLD 
2018,PORSCHE,911 GT3 6-SPEED,206000.0,2023-12-23,BID 
0000,PORSCHE,MODIFIED 3.6L 930/63 FLAT-SIX ENGINE,24800.0,2023-12-23,SOLD 
1992,PORSCHE,NON-SUNROOF ROW  928 GTS 5-SPEED,94500.0,2023-12-23,SOLD 
1964,PORSCHE,MODIFIED  356C COUPE,68064.0,2023-12-23,BID 
1997,PORSCHE,911 CARRERA COUPE 6-SPEED,109000.0,2023-12-22,SOLD 
2006,PORSCHE,911 CARRERA S COUPE 6-SPEED,44000.0,2023-12-22,SOLD 
2003,PORSCHE,911 TURBO X50 COUPE 6-SPEED,82888.0,2023-12-22,SOLD 
2022,PORSCHE,LIGHT IVORY  911 GT3 6-SPEED,None,None,None
1977,PORSCHE,JAPANESE-MARKET  930 TURBO CARRERA 3.0,112000.0,2023-12-22,BID 
2000,PORSCHE,911 CARRERA COUPE,30250.0,2023-12-22,BID 
0000,PORSCHE,911 TOOL KIT,1700.0,2023-12-22,SOLD 
2009,PORSCHE,CAYENNE TURBO S,63500.0,2023-12-22,SOLD 
0000,PORSCHE,356A TOOL KIT,3600.0,2023-12-22,SOLD 
2010,PORSCHE,CAYMAN S 6-SPEED,44500.0,2023-12-22,SOLD 
2022,PORSCHE,TAYCAN 4 CROSS TURISMO,77000.0,2023-12-22,SOLD 
1997,PORSCHE,911 TURBO S,439000.0,2023-12-22,SOLD 
1988,PORSCHE,911 TURBO CABRIOLET M505 SLANT NOSE,270000.0,2023-12-21,SOLD 
2006,PORSCHE,CAYMAN S 6-SPEED,25987.0,2023-12-21,SOLD 
2018,PORSCHE,911 GT3 CUP PCA EDITION,200000.0,2023-12-21,SOLD 
1969,PORSCHE,911E COUPE,142000.0,2023-12-21,SOLD 
1973,PORSCHE,911 CARRERA RS 2.7L ENGINE,40750.0,2023-12-21,SOLD 
2003,PORSCHE,BOXSTER 5-SPEED,19250.0,2023-12-21,SOLD 
2013,PORSCHE,911 CARRERA 4S COUPE,61000.0,2023-12-21,SOLD 
1997,PORSCHE,ONE-OWNER  911 CARRERA 4S 6-SPEED,132000.0,2023-12-21,SOLD 
2001,PORSCHE,ORIGINAL-OWNER  911 TURBO COUPE 6-SPEED,75000.0,2023-12-21,SOLD 
2010,PORSCHE,PANAMERA 4S,33000.0,2023-12-21,SOLD 
1979,PORSCHE,31-YEARS-FAMILY-OWNED  911SC,72000.0,2023-12-21,SOLD 
2006,PORSCHE,CAYENNE TURBO S,20500.0,2023-12-21,SOLD 
1994,PORSCHE,21-YEARS-OWNED  911 TURBO 3.6,320000.0,2023-12-21,SOLD 
2019,PORSCHE,911 GT3 RS,231000.0,2023-12-20,SOLD 
0000,PORSCHE,BUCKET SEATS FOR 911,1311.0,2023-12-20,SOLD 
1987,PORSCHE,25-YEARS-OWNED  911 CARRERA TARGA G50,64911.0,2023-12-20,BID 
2008,PORSCHE,CAYENNE TURBO,15000.0,2023-12-20,SOLD 
1979,PORSCHE,36-YEARS-OWNED  930 TURBO,136000.0,2023-12-20,SOLD 
2006,PORSCHE,CAYENNE,11500.0,2023-12-20,SOLD 
1998,PORSCHE,911 CARRERA S COUPE,81000.0,2023-12-20,SOLD 
1960,PORSCHE,356B CABRIOLET PROJECT,50500.0,2023-12-20,SOLD 
2015,PORSCHE,911 TARGA 4S 7-SPEED,123000.0,2023-12-20,SOLD 
2008,PORSCHE,911 TURBO COUPE,57500.0,2023-12-20,SOLD 
2004,PORSCHE,911 GT3,140000.0,2023-12-20,BID 
1976,PORSCHE,CARRERA 3.0 COUPE,195000.0,2023-12-20,SOLD 
1981,PORSCHE,2.7L-POWERED  911SC TARGA,30000.0,2023-12-20,SOLD 
1976,PORSCHE,912E,45600.0,2023-12-20,SOLD 
1996,PORSCHE,SILVER METALLIC  911 TURBO,223000.0,2023-12-20,SOLD 
2023,PORSCHE,911 TURBO S COUPE,184000.0,2023-12-19,BID 
1985,PORSCHE,ORIGINAL-OWNER .5 944 5-SPEED,12750.0,2023-12-19,SOLD 
2007,PORSCHE,911 TARGA 4S 6-SPEED,79500.0,2023-12-19,SOLD 
1995,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,72000.0,2023-12-19,SOLD 
2010,PORSCHE,CAYENNE GTS,16207.0,2023-12-19,SOLD 
1985,PORSCHE,911 CARRERA COUPE,71000.0,2023-12-19,SOLD 
0000,PORSCHE,15×6″ FUCHS WHEELS FOR,3500.0,2023-12-19,SOLD 
2022,PORSCHE,911 GT3 TOURING 6-SPEED,264000.0,2023-12-19,SOLD 
2024,PORSCHE,911 GT3 RS WEISSACH,None,None,None
1996,PORSCHE,911 CARRERA 4S 6-SPEED,216000.0,2023-12-19,SOLD 
2000,PORSCHE,911 CARRERA COUPE 6-SPEED,23750.0,2023-12-19,SOLD 
1965,PORSCHE,356C COUPE,63000.0,2023-12-19,SOLD 
1966,PORSCHE,ONE-FAMILY-OWNED  912 COUPE 5-SPEED PROJECT,33000.0,2023-12-19,SOLD 
2011,PORSCHE,911 TURBO S COUPE,71500.0,2023-12-19,SOLD 
1974,PORSCHE,40-YEARS-OWNED  911 CARRERA COUPE TWIN-PLUG 5-SPEED,85500.0,2023-12-19,SOLD 
2023,PORSCHE,911 CARRERA 4 GTS COUPE 7-SPEED,205000.0,2023-12-19,BID 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,116000.0,2023-12-19,SOLD 
1969,PORSCHE,ORIGINAL-OWNER  911T COUPE,76000.0,2023-12-19,SOLD 
2015,PORSCHE,PANAMERA TURBO S,45500.0,2023-12-18,SOLD 
2008,PORSCHE,911 TURBO CABRIOLET 6-SPEED,99500.0,2023-12-18,BID 
0000,PORSCHE,16×6″ AND 16×7″ FUCHS WHEELS FOR,1650.0,2023-12-18,SOLD 
1998,PORSCHE,BOXSTER,10557.0,2023-12-18,SOLD 
0000,PORSCHE,17×8″ AND 17×9″ CUP 1 WHEELS,4600.0,2023-12-18,SOLD 
0000,PORSCHE,16×7″ AND 16×8″ WHEELS FOR 944 TURBO,350.0,2023-12-18,SOLD 
2011,PORSCHE,CAYENNE 6-SPEED,18750.0,2023-12-18,BID 
0000,PORSCHE,RECARO SEATS FOR 964 SPEEDSTER,17964.0,2023-12-18,SOLD 
1987,PORSCHE,911 CARRERA COUPE G50,110000.0,2023-12-18,SOLD 
2019,PORSCHE,911 GT2 RS WEISSACH,379000.0,2023-12-18,SOLD 
2016,PORSCHE,911 CARRERA BLACK EDITION,58000.0,2023-12-18,SOLD 
1972,PORSCHE,EWAN MCGREGOR’S  911T TARGA 5-SPEED,166000.0,2023-12-18,SOLD 
1995,PORSCHE,968 COUPE 6-SPEED,17750.0,2023-12-18,SOLD 
2009,PORSCHE,911 CARRERA S COUPE,41000.0,2023-12-18,BID 
2015,PORSCHE,BOXSTER GTS,50505.0,2023-12-18,SOLD 
1977,PORSCHE,3.6L-POWERED  911S COUPE,65000.0,2023-12-18,SOLD 
1962,PORSCHE,356B TWIN GRILLE ROADSTER,400000.0,2023-12-18,SOLD 
1957,PORSCHE,2.2L-POWERED  356A SPEEDSTER 5-SPEED,590000.0,2023-12-18,SOLD 
1973,PORSCHE,SINGLE-FAMILY-OWNED  911S COUPE 5-SPEED,240000.0,2023-12-18,SOLD 
1959,PORSCHE,356A 1600S CONVERTIBLE D,300000.0,2023-12-18,BID 
2006,PORSCHE,CAYENNE 6-SPEED,15250.0,2023-12-17,SOLD 
0000,PORSCHE,997 ADAPTIVE SPORT SEATS,7000.0,2023-12-17,SOLD 
2018,PORSCHE,911 CARRERA T,81500.0,2023-12-17,SOLD 
2014,PORSCHE,911 50TH ANNIVERSARY EDITION,117000.0,2023-12-17,SOLD 
1988,PORSCHE,34-YEARS-OWNED  911 CARRERA CABRIOLET G50,48500.0,2023-12-17,BID 
1985,PORSCHE,911 CARRERA TARGA,62000.0,2023-12-17,SOLD 
1990,PORSCHE,28-YEARS-OWNED  911 CARRERA 2 TARGA 5-SPEED,80500.0,2023-12-16,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA,46000.0,2023-12-16,BID 
1987,PORSCHE,3.6L-POWERED  911 CARRERA CABRIOLET G50,46000.0,2023-12-16,SOLD 
2001,PORSCHE,911 CARRERA COUPE,21001.0,2023-12-16,SOLD 
1989,PORSCHE,911 CARRERA COUPE G50,85000.0,2023-12-16,SOLD 
2008,PORSCHE,7K-KILOMETER  911 GT3,134911.0,2023-12-16,BID 
2015,PORSCHE,CAYENNE DIESEL,48500.0,2023-12-16,SOLD 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,186000.0,2023-12-16,BID 
2004,PORSCHE,911 CARRERA 4S CABRIOLET 6-SPEED,33250.0,2023-12-16,SOLD 
2008,PORSCHE,CAYENNE S,15750.0,2023-12-16,SOLD 
2014,PORSCHE,911 TURBO S COUPE,115000.0,2023-12-16,SOLD 
2019,PORSCHE,911 CARRERA GTS COUPE,132000.0,2023-12-16,SOLD 
2016,PORSCHE,CAYMAN GT4,112000.0,2023-12-16,SOLD 
0000,PORSCHE,18×8.5″ AND 18×10″ BBS LM WHEELS FOR,5300.0,2023-12-16,SOLD 
1992,PORSCHE,ROW  928 GTS,62500.0,2023-12-16,SOLD 
2003,PORSCHE,911 TURBO COUPE X50 6-SPEED,73000.0,2023-12-15,BID 
0000,PORSCHE,911 TOOL KIT,2700.0,2023-12-15,SOLD 
0000,PORSCHE,997 SPORT BUCKET SEATS,17500.0,2023-12-15,SOLD 
1974,PORSCHE,911 COUPE 5-SPEED,55000.0,2023-12-15,SOLD 
2001,PORSCHE,911 CARRERA COUPE,41000.0,2023-12-15,SOLD 
1997,PORSCHE,911 CARRERA COUPE,60750.0,2023-12-15,SOLD 
0000,PORSCHE,15×7″ FUCHS WHEELS FOR,4000.0,2023-12-15,SOLD 
0000,PRESTIGE,MINI MOTORS PORSCHE 911–STYLE GO-KART,3111.0,2023-12-15,SOLD 
2012,PORSCHE,911 TURBO S CABRIOLET,73000.0,2023-12-15,BID 
2017,PORSCHE,CAYENNE S,26009.0,2023-12-15,BID 
2005,PORSCHE,911 CARRERA S COUPE 6-SPEED,40911.0,2023-12-15,SOLD 
1974,PORSCHE,914 2.0,36900.0,2023-12-15,SOLD 
2009,PORSCHE,911 CARRERA 4S COUPE,51500.0,2023-12-15,SOLD 
1980,PORSCHE,28-YEARS-OWNED  911SC TARGA,31250.0,2023-12-15,SOLD 
2022,PORSCHE,911 TARGA 4S 7-SPEED,166000.0,2023-12-15,BID 
1985,PORSCHE,SAFARI-STYLE ROW  911 CARRERA COUPE,140000.0,2023-12-15,SOLD 
0000,PORSCHE,58-PIECE SCALE-MODEL CAR COLLECTION,9999.0,2023-12-15,SOLD 
1971,PORSCHE,911T TARGA PROJECT,24000.0,2023-12-15,SOLD 
1967,PORSCHE,ONE-FAMILY-OWNED  912 SOFT-WINDOW TARGA,41912.0,2023-12-14,BID 
2017,PORSCHE,911 CARRERA COUPE 7-SPEED,64000.0,2023-12-14,BID 
0000,PORSCHE,ILLUMINATED SIGN,11356.0,2023-12-14,SOLD 
2002,PORSCHE,911 CARRERA CABRIOLET,30000.0,2023-12-14,SOLD 
2019,PORSCHE,911 TURBO S CABRIOLET,153000.0,2023-12-14,SOLD 
1997,PORSCHE,911 CARRERA S COUPE VESUVIO EDITION 6-SPEED,245000.0,2023-12-14,SOLD 
1997,PORSCHE,911 CARRERA COUPE 6-SPEED,131000.0,2023-12-14,SOLD 
0000,PORSCHE,356A TOOL KIT,4600.0,2023-12-14,SOLD 
2002,PORSCHE,BOXSTER S 6-SPEED,15500.0,2023-12-14,BID 
1991,PORSCHE,ROW  911 TURBO,221000.0,2023-12-14,BID 
1987,PORSCHE,944 TURBO,35750.0,2023-12-14,BID 
2001,PORSCHE,911 TURBO COUPE 6-SPEED,58496.0,2023-12-14,BID 
2009,PORSCHE,MODIFIED  CAYENNE TURBO S,31000.0,2023-12-14,SOLD 
1967,PORSCHE,912 COUPE 5-SPEED,56000.0,2023-12-14,SOLD 
2006,PORSCHE,911 CARRERA 4 COUPE 6-SPEED,57000.0,2023-12-14,SOLD 
1989,PORSCHE,911 TURBO CABRIOLET M505 SLANT NOSE,319000.0,2023-12-14,SOLD 
1966,PORSCHE,911 COUPE,230000.0,2023-12-13,SOLD 
0000,PORSCHE,16×7″ AND 16×8″ BBS RA WHEELS FOR,911.0,2023-12-13,SOLD 
2008,PORSCHE,CAYENNE TURBO,23250.0,2023-12-13,SOLD 
1963,PORSCHE,356B SUPER 90 COUPE,191000.0,2023-12-13,SOLD 
2013,PORSCHE,CAYENNE DIESEL,27000.0,2023-12-13,SOLD 
1987,PORSCHE,928 S4 5-SPEED,20500.0,2023-12-13,BID 
0000,PORSCHE,962C-STYLE WIRE SCULPTURE,1400.0,2023-12-13,SOLD 
1999,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,22001.0,2023-12-13,BID 
1996,PORSCHE,911 CARRERA TARGA 6-SPEED,105000.0,2023-12-13,SOLD 
0000,PORSCHE,18×9″ AND 18×11″ SPEEDLINE WHEELS FOR 993 GT2 CLUBSPORT,14000.0,2023-12-13,SOLD 
2023,PORSCHE,911 GT3 RS WEISSACH,420000.0,2023-12-13,SOLD 
1978,EURO, PORSCHE 930 TURBO,110000.0,2023-12-13,BID 
2014,PORSCHE,911 CARRERA 4S COUPE,68000.0,2023-12-13,SOLD 
1987,PORSCHE,911 CARRERA TARGA G50,68000.0,2023-12-13,BID 
1996,PORSCHE,911 TURBO,220000.0,2023-12-12,SOLD 
2005,PORSCHE,911 TURBO S COUPE 6-SPEED,72500.0,2023-12-12,BID 
1999,PORSCHE,911 CARRERA COUPE,13800.0,2023-12-12,SOLD 
2012,PORSCHE,911 CARRERA S COUPE,51910.0,2023-12-12,BID 
0000,PORSCHE,15×5.5″ FUCHS WHEELS FOR,6900.0,2023-12-12,SOLD 
1986,PORSCHE,32-YEARS-OWNED  911 CARRERA CABRIOLET,42500.0,2023-12-12,BID 
1987,PORSCHE,911 TURBO COUPE,91930.0,2023-12-12,BID 
0000,PORSCHE,WHALE-TAIL SPOILER AND DECKLID FOR 930 TURBO,4200.0,2023-12-12,SOLD 
2022,PORSCHE,911 GT3 TOURING 6-SPEED,212000.0,2023-12-12,SOLD 
2011,PORSCHE,PANAMERA,18051.0,2023-12-12,SOLD 
2023,PORSCHE,718 CAYMAN GT4 RS WEISSACH,226000.0,2023-12-12,BID 
1973,PORSCHE,TURBOCHARGED SUBARU-POWERED  914,44000.0,2023-12-12,SOLD 
1987,PORSCHE,TURBOCHARGED  911 CARRERA TARGA 5-SPEED,66500.0,2023-12-12,BID 
1990,PORSCHE,944 S2 5-SPEED,22750.0,2023-12-12,SOLD 
2004,PORSCHE,911 GT3,110000.0,2023-12-12,BID 
1988,PORSCHE,911 CARRERA COUPE G50,90500.0,2023-12-11,SOLD 
1990,PORSCHE,911 CARRERA 2 COUPE 5-SPEED,106000.0,2023-12-11,SOLD 
2009,PORSCHE,911 TURBO CABRIOLET,85500.0,2023-12-11,SOLD 
0000,PORSCHE,RECARO SPORT SEATS FOR 911,8000.0,2023-12-11,SOLD 
1980,PORSCHE,ROW  911SC TARGA,45000.0,2023-12-11,BID 
1997,PORSCHE,911 CARRERA 4 CABRIOLET 6-SPEED,68000.0,2023-12-11,SOLD 
0000,PORSCHE,16×7″ AND 16×8″ FUCHS WHEELS FOR 911,2800.0,2023-12-11,SOLD 
1965,PORSCHE,356C COUPE,77500.0,2023-12-11,BID 
2022,PORSCHE,911 GT3 6-SPEED,238000.0,2023-12-11,SOLD 
1958,,PORSCHE-DIESEL JUNIOR 108 TRACTOR,25000.0,2023-12-11,SOLD 
2014,PORSCHE,911 CARRERA 4S COUPE,80001.0,2023-12-10,SOLD 
2011,PORSCHE,PANAMERA TURBO,38000.0,2023-12-10,SOLD 
1997,PORSCHE,911 CARRERA 4S 6-SPEED,216000.0,2023-12-10,SOLD 
1987,PORSCHE,924S 5-SPEED,12000.0,2023-12-09,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE MOTORCARS,60000.0,2023-12-09,SOLD 
2002,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,35250.0,2023-12-09,SOLD 
2003,PORSCHE,BOXSTER S 6-SPEED,24000.0,2023-12-09,BID 
1982,PORSCHE,BACKDATED  911SC COUPE 3.6L,84911.0,2023-12-09,SOLD 
2014,PORSCHE,CAYENNE GTS,29500.0,2023-12-09,SOLD 
2011,PORSCHE,ORIGINAL-OWNER  911 TURBO COUPE,81000.0,2023-12-09,BID 
2009,PORSCHE,CAYENNE TURBO S,20750.0,2023-12-09,SOLD 
2012,PORSCHE,911 TURBO COUPE 6-SPEED,294000.0,2023-12-09,BID 
1994,PORSCHE,911 TURBO 3.6,240000.0,2023-12-09,SOLD 
1996,PORSCHE,911 CARRERA COUPE,55993.0,2023-12-08,SOLD 
1993,PORSCHE,911 CARRERA 4 30TH ANNIVERSARY JUBILEE EDITION,296400.0,2023-12-08,SOLD 
2012,PORSCHE,CAYENNE S,21000.0,2023-12-08,SOLD 
2018,PORSCHE,911 GT3 6-SPEED,170000.0,2023-12-08,SOLD 
0000,PORSCHE,15×7″ AND 15×8″ FUCHS WHEELS FOR,2911.0,2023-12-08,SOLD 
2019,PORSCHE,911 GT3 RS,210000.0,2023-12-08,SOLD 
2019,PORSCHE,911 TURBO S COUPE,149000.0,2023-12-08,SOLD 
2001,PORSCHE,911 CARRERA COUPE 6-SPEED,24177.0,2023-12-08,SOLD 
2014,PORSCHE,911 50TH ANNIVERSARY EDITION,130000.0,2023-12-08,SOLD 
2006,PORSCHE,911 CARRERA S COUPE 6-SPEED,50050.0,2023-12-08,SOLD 
2012,PORSCHE,911 TURBO S CABRIOLET,92000.0,2023-12-08,SOLD 
2004,PORSCHE,911 GT3,110000.0,2023-12-08,BID 
2011,PORSCHE,911 GT3 RS,287000.0,2023-12-08,SOLD 
2017,PORSCHE,911 TARGA 4S,128000.0,2023-12-07,BID 
1987,PORSCHE,928 S4,21000.0,2023-12-07,BID 
2011,PORSCHE,CAYENNE TURBO,36500.0,2023-12-07,SOLD 
2008,PORSCHE,BOXSTER 5-SPEED,14500.0,2023-12-07,SOLD 
2010,PORSCHE,54K-KILOMETER  CAYENNE GTS,46000.0,2023-12-07,SOLD 
2002,PORSCHE,BOXSTER S 6-SPEED,21250.0,2023-12-07,SOLD 
1996,PORSCHE,911 CARRERA COUPE 6-SPEED,78500.0,2023-12-07,SOLD 
1999,PORSCHE,BOXSTER,10750.0,2023-12-07,SOLD 
2023,PORSCHE,911 TARGA 4 GTS 7-SPEED,None,None,None
2004,PORSCHE,911 40TH ANNIVERSARY 6-SPEED,46800.0,2023-12-07,SOLD 
1978,PORSCHE,3.6L-POWERED  911SC SPEEDSTER CONVERSION,125000.0,2023-12-07,SOLD 
1972,PORSCHE,TWIN-PLUG 2.5L-POWERED  911T COUPE,146000.0,2023-12-07,SOLD 
2007,PORSCHE,911 GT3,91997.0,2023-12-07,BID 
0000,PORSCHE,THREE-PIECE LUGGAGE SET BY SEEGER,3200.0,2023-12-06,SOLD 
1982,PORSCHE,911SC TARGA,72500.0,2023-12-06,SOLD 
1987,PORSCHE,30-YEARS-FAMILY-OWNED  911 CARRERA COUPE G50,60500.0,2023-12-06,SOLD 
2000,PORSCHE,911 CARRERA COUPE 6-SPEED,34500.0,2023-12-06,BID 
2011,PORSCHE,911 TURBO S COUPE,66050.0,2023-12-06,BID 
2015,PORSCHE,BOXSTER GTS 6-SPEED,57000.0,2023-12-06,BID 
2016,PORSCHE,CAYMAN GT4 CLUBSPORT,172000.0,2023-12-06,SOLD 
2018,PORSCHE,PANAMERA TURBO S E-HYBRID EXECUTIVE,90000.0,2023-12-06,SOLD 
1997,PORSCHE,911 CARRERA TARGA 6-SPEED,72878.0,2023-12-06,BID 
2006,PORSCHE,BOXSTER S,19000.0,2023-12-06,SOLD 
1977,PORSCHE,ROW  911 CARRERA 3.0 TARGA PROJECT,32750.0,2023-12-06,SOLD 
1977,PORSCHE,MODIFIED  911S COUPE 5-SPEED,67000.0,2023-12-06,SOLD 
2006,PORSCHE,GT3-POWERED  911 CARRERA RACE CAR,74997.0,2023-12-06,SOLD 
1969,PORSCHE,911T COUPE,46250.0,2023-12-06,BID 
2023,PORSCHE,911 TURBO S CABRIOLET,220000.0,2023-12-05,SOLD 
1987,PORSCHE,911 TURBO COUPE,176000.0,2023-12-05,SOLD 
2015,PORSCHE,911 CARRERA GTS COUPE,107500.0,2023-12-05,SOLD 
0000,PORSCHE,TEA-TRAY SPOILER AND DECKLID FOR 911,1395.0,2023-12-05,SOLD 
2014,PORSCHE,CAYMAN S,40799.0,2023-12-05,SOLD 
0000,EURO,PORSCHE 997 GT3 BUCKET SEATS,11000.0,2023-12-05,SOLD 
1964,PORSCHE,356C CABRIOLET,114500.0,2023-12-05,SOLD 
2010,PORSCHE,CAYMAN,16250.0,2023-12-05,SOLD 
1973,PORSCHE,914 2.0,26000.0,2023-12-05,SOLD 
1994,PORSCHE,968 COUPE 6-SPEED,20500.0,2023-12-05,SOLD 
2022,PORSCHE,911 GT3 TOURING 6-SPEED,272000.0,2023-12-05,SOLD 
1991,PORSCHE,928 GT 5-SPEED,28888.0,2023-12-05,BID 
1979,PORSCHE,ROW  930 TURBO,112000.0,2023-12-05,BID 
2016,PORSCHE,911 R,481000.0,2023-12-05,SOLD 
2022,PORSCHE,911 GT3 6-SPEED,236000.0,2023-12-04,SOLD 
1990,PORSCHE,ROW  911 CARRERA 2 COUPE 5-SPEED,107964.0,2023-12-04,SOLD 
2008,PORSCHE,911 TURBO CABRIOLET 6-SPEED,61500.0,2023-12-04,SOLD 
2004,PORSCHE,BOXSTER S 550 ANNIVERSARY EDITION 6-SPEED,23252.0,2023-12-04,SOLD 
2014,PORSCHE,911 CARRERA S COUPE,79000.0,2023-12-04,SOLD 
1971,PORSCHE,911E TARGA,105000.0,2023-12-04,BID 
1987,PORSCHE,911 CARRERA COUPE G50,76700.0,2023-12-04,SOLD 
1994,PORSCHE,911 SPEEDSTER 5-SPEED,142000.0,2023-12-04,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE MOTORCARS,61500.0,2023-12-04,BID 
0000,PORSCHE,RECARO SPORT SEATS FOR 911,4602.0,2023-12-04,SOLD 
1965,PORSCHE,356C COUPE,66500.0,2023-12-04,BID 
1979,PORSCHE,911SC TARGA,61000.0,2023-12-04,SOLD 
1969,PORSCHE,3.8L-POWERED  911T COUPE,121000.0,2023-12-04,SOLD 
0000,PORSCHE,PAIR OF WEBER 40 IDTP CARBURETORS FOR,2100.0,2023-12-04,SOLD 
2020,PORSCHE,911 CARRERA 4S CABRIOLET,116000.0,2023-12-04,SOLD 
1989,PORSCHE,911 SPEEDSTER,281000.0,2023-12-04,SOLD 
2013,PORSCHE,BOXSTER S,42000.0,2023-12-04,SOLD 
2019,PORSCHE,911 SPEEDSTER,329000.0,2023-12-03,BID 
2006,PORSCHE,911 CARRERA S CABRIOLET,30250.0,2023-12-03,BID 
2000,PORSCHE,BOXSTER S 6-SPEED,15750.0,2023-12-03,SOLD 
2003,PORSCHE,911 CARRERA COUPE 6-SPEED,35500.0,2023-12-03,SOLD 
2010,PORSCHE,PANAMERA TURBO,39000.0,2023-12-03,BID 
1986,PORSCHE,SWISS-MARKET  911 TURBO S COUPE,167001.0,2023-12-03,SOLD 
1981,PORSCHE,BACKDATED  911SC COUPE 3.3L,90000.0,2023-12-03,SOLD 
2002,PORSCHE,911 CARRERA CABRIOLET,20500.0,2023-12-02,SOLD 
1973,PORSCHE,2.0L-POWERED  911T COUPE,53000.0,2023-12-02,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE SPEEDSTERS,36000.0,2023-12-02,SOLD 
1996,PORSCHE,911 CARRERA 4 CABRIOLET 6-SPEED,42000.0,2023-12-02,BID 
2015,PORSCHE,CAYENNE DIESEL,28500.0,2023-12-02,SOLD 
0000,PORSCHE,WSC-95 NOSE PANEL,3700.0,2023-12-02,SOLD 
2018,PORSCHE,911 GT3 6-SPEED,197000.0,2023-12-01,SOLD 
2023,PORSCHE,718 CAYMAN GT4 6-SPEED,137000.0,2023-12-01,BID 
0000,PORSCHE,RECARO SPORT SEATS FOR 911,9900.0,2023-12-01,SOLD 
2007,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,85500.0,2023-12-01,SOLD 
0000,PORSCHE,911 DISPLAY HOOD,3100.0,2023-12-01,SOLD 
1973,PORSCHE,2.7-POWERED  911T TARGA 5-SPEED,55911.0,2023-12-01,BID 
1963,PORSCHE,356B 1600S COUPE,90000.0,2023-12-01,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA,46750.0,2023-12-01,SOLD 
1988,PORSCHE,928 S4 5-SPEED,35200.0,2023-12-01,SOLD 
2014,PORSCHE,CAYENNE DIESEL PLATINUM EDITION,27200.0,2023-12-01,SOLD 
1995,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,63993.0,2023-12-01,SOLD 
2019,PORSCHE,911 GT3 RS WEISSACH,261000.0,2023-12-01,SOLD 
2014,PORSCHE,PANAMERA GTS,35800.0,2023-12-01,BID 
2009,PORSCHE,911 TURBO COUPE 6-SPEED,68000.0,2023-12-01,BID 
1996,PORSCHE,ROW  911 CARRERA 4S 6-SPEED X51,110000.0,2023-12-01,BID 
1995,PORSCHE,911 CARRERA 4 COUPE 6-SPEED,58500.0,2023-12-01,BID 
1992,PORSCHE,911 TURBO,175000.0,2023-12-01,SOLD 
2021,PORSCHE,718 SPYDER 6-SPEED,119500.0,2023-12-01,SOLD 
1986,PORSCHE,911 CARRERA CABRIOLET PROJECT,44500.0,2023-12-01,SOLD 
1977,PORSCHE,ROW  911 CARRERA 3.0 COUPE,85411.0,2023-12-01,SOLD 
1987,PORSCHE,911 TURBO COUPE M505 SLANT NOSE,255000.0,2023-12-01,SOLD 
2005,PORSCHE,CAYENNE S,21000.0,2023-11-30,SOLD 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,141000.0,2023-11-30,BID 
1980,PORSCHE,911SC WEISSACH COUPE,57911.0,2023-11-30,SOLD 
2005,PORSCHE,911 TURBO S COUPE 6-SPEED,92996.0,2023-11-30,SOLD 
2017,PORSCHE,911 TARGA 4S,127000.0,2023-11-30,SOLD 
1973,PORSCHE,914,13400.0,2023-11-30,SOLD 
2005,PORSCHE,CARRERA GT,1781420.0,2023-11-30,SOLD 
2017,PORSCHE,911 CARRERA GTS COUPE,79500.0,2023-11-29,SOLD 
2001,PORSCHE,BOXSTER S 6-SPEED,13750.0,2023-11-29,SOLD 
1997,PORSCHE,911 CARRERA TARGA,45993.0,2023-11-29,BID 
1972,PORSCHE,911T COUPE 5-SPEED,116000.0,2023-11-29,SOLD 
0000,PORSCHE,16×6″ AND 16×7″ FUCHS WHEELS FOR,3000.0,2023-11-29,SOLD 
2011,PORSCHE,PANAMERA 4,20000.0,2023-11-29,SOLD 
1976,PORSCHE,45-YEARS-FAMILY-OWNED ROW  930 TURBO PROJECT,76500.0,2023-11-29,SOLD 
2004,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,37500.0,2023-11-29,SOLD 
2021,PORSCHE,911 TARGA 4S HERITAGE DESIGN EDITION 7-SPEED,195000.0,2023-11-29,SOLD 
0000,PORSCHE,911 TOOL KIT,3800.0,2023-11-29,SOLD 
2001,PORSCHE,911 CARRERA COUPE 6-SPEED,25750.0,2023-11-29,SOLD 
2003,PORSCHE,911 TURBO COUPE X50 6-SPEED,95500.0,2023-11-29,SOLD 
